country,actual,continent,year,type,value,rank,direction,sex
Eswatini,Africa,All,2015,both_suicide,35.1,3,highest,All
Lithuania,Europe,All,2015,both_suicide,34.9,4,highest,All
Russia,Europe,All,2015,both_suicide,32,5,highest,All
Kiribati,Oceania,All,2015,both_suicide,29.7,6,highest,All
Republic of Korea,Asia,All,2015,both_suicide,28,7,highest,All
Micronesia,Oceania,All,2015,both_suicide,27,8,highest,All
Suriname,South America,All,2015,both_suicide,24.8,9,highest,All
South Africa,Africa,All,2015,both_suicide,24.5,10,highest,All
Antigua and Barbuda,North America,All,2015,both_suicide,0.4,1,lowest,All
Barbados,North America,All,2015,both_suicide,0.6,2,lowest,All
Grenada,North America,All,2015,both_suicide,0.7,3,lowest,All
Jordan,Asia,All,2015,both_suicide,1.5,4,lowest,All
Sao Tome and Principe,Africa,All,2015,both_suicide,1.5,5,lowest,All
Syria,Asia,All,2015,both_suicide,1.7,6,lowest,All
Brunei Darussalam,Asia,All,2015,both_suicide,1.9,7,lowest,All
Jamaica,North America,All,2015,both_suicide,2.2,8,lowest,All
Philippines,Asia,All,2015,both_suicide,2.3,9,lowest,All
Turkey,Asia,All,2015,both_suicide,2.3,10,lowest,All
Lesotho,Africa,All,2015,male_suicide,147.3,1,highest,Male
Eswatini,Africa,All,2015,male_suicide,62.6,2,highest,Male
Lithuania,Europe,All,2015,male_suicide,61.7,3,highest,Male
Guyana,South America,All,2015,male_suicide,58.5,4,highest,Male
Russia,Europe,All,2015,male_suicide,56.4,5,highest,Male
Kiribati,Oceania,All,2015,male_suicide,50.8,6,highest,Male
Belarus,Europe,All,2015,male_suicide,42.7,7,highest,Male
Micronesia,Oceania,All,2015,male_suicide,41.3,8,highest,Male
Republic of Korea,Asia,All,2015,male_suicide,39.5,9,highest,Male
South Africa,Africa,All,2015,male_suicide,39.5,10,highest,Male
Antigua and Barbuda,North America,All,2015,male_suicide,0,1,lowest,Male
Barbados,North America,All,2015,male_suicide,0.9,2,lowest,Male
Grenada,North America,All,2015,male_suicide,0.9,3,lowest,Male
Sao Tome and Principe,Africa,All,2015,male_suicide,2.1,4,lowest,Male
Jordan,Asia,All,2015,male_suicide,2.2,5,lowest,Male
Syria,Asia,All,2015,male_suicide,2.8,6,lowest,Male
Brunei Darussalam,Asia,All,2015,male_suicide,2.9,7,lowest,Male
Turkey,Asia,All,2015,male_suicide,3.3,8,lowest,Male
Algeria,Africa,All,2015,male_suicide,3.4,9,lowest,Male
Jamaica,North America,All,2015,male_suicide,3.4,10,lowest,Male
Lesotho,Africa,All,2015,female_suicide,39.3,1,highest,Female
Republic of Korea,Asia,All,2015,female_suicide,16.5,2,highest,Female
Guyana,South America,All,2015,female_suicide,16.2,3,highest,Female
Zimbabwe,Africa,All,2015,female_suicide,12.6,4,highest,Female
Micronesia,Oceania,All,2015,female_suicide,12.2,5,highest,Female
Lithuania,Europe,All,2015,female_suicide,11.9,6,highest,Female
Belgium,Europe,All,2015,female_suicide,11.7,7,highest,Female
Suriname,South America,All,2015,female_suicide,11.6,8,highest,Female
Japan,Asia,All,2015,female_suicide,11.4,9,highest,Female
Russia,Europe,All,2015,female_suicide,11,10,highest,Female
Barbados,North America,All,2015,female_suicide,0.3,1,lowest,Female
Grenada,North America,All,2015,female_suicide,0.5,2,lowest,Female
Brunei Darussalam,Asia,All,2015,female_suicide,0.7,3,lowest,Female
Jordan,Asia,All,2015,female_suicide,0.7,4,lowest,Female
Kuwait,Asia,All,2015,female_suicide,0.7,5,lowest,Female
Syria,Asia,All,2015,female_suicide,0.7,6,lowest,Female
Antigua and Barbuda,North America,All,2015,female_suicide,0.8,7,lowest,Female
Honduras,South America,All,2015,female_suicide,0.8,8,lowest,Female
Maldives,Asia,All,2015,female_suicide,0.8,9,lowest,Female
Vinc./G,North America,All,2015,female_suicide,0.8,10,lowest,Female
Lesotho,Africa,All,2014,both_suicide,92.6,1,highest,All
Eswatini,Africa,All,2014,both_suicide,39.2,2,highest,All
Guyana,South America,All,2014,both_suicide,37.2,3,highest,All
Lithuania,Europe,All,2014,both_suicide,35.6,4,highest,All
Russia,Europe,All,2014,both_suicide,33.8,5,highest,All
Kiribati,Oceania,All,2014,both_suicide,29.8,6,highest,All
Republic of Korea,Asia,All,2014,both_suicide,29,7,highest,All
Belarus,Europe,All,2014,both_suicide,26.3,8,highest,All
Micronesia,Oceania,All,2014,both_suicide,25.8,9,highest,All
Suriname,South America,All,2014,both_suicide,24.7,10,highest,All
Antigua and Barbuda,North America,All,2014,both_suicide,0.4,1,lowest,All
Barbados,North America,All,2014,both_suicide,0.6,2,lowest,All
Grenada,North America,All,2014,both_suicide,0.6,3,lowest,All
Vinc./G,North America,All,2014,both_suicide,1.4,4,lowest,All
Jordan,Asia,All,2014,both_suicide,1.5,5,lowest,All
Sao Tome and Principe,Africa,All,2014,both_suicide,1.5,6,lowest,All
Brunei Darussalam,Asia,All,2014,both_suicide,1.8,7,lowest,All
Syria,Asia,All,2014,both_suicide,1.8,8,lowest,All
Venezuela,South America,All,2014,both_suicide,2.1,9,lowest,All
Jamaica,North America,All,2014,both_suicide,2.2,10,lowest,All
Lesotho,Africa,All,2014,male_suicide,147.8,1,highest,Male
Eswatini,Africa,All,2014,male_suicide,66.9,2,highest,Male
Lithuania,Europe,All,2014,male_suicide,63.8,3,highest,Male
Guyana,South America,All,2014,male_suicide,60.6,4,highest,Male
Russia,Europe,All,2014,male_suicide,60,5,highest,Male
Kiribati,Oceania,All,2014,male_suicide,50.7,6,highest,Male
Belarus,Europe,All,2014,male_suicide,46.6,7,highest,Male
Ukraine,Europe,All,2014,male_suicide,44.1,8,highest,Male
Kazakhstan,Asia,All,2014,male_suicide,40.9,9,highest,Male
Republic of Korea,Asia,All,2014,male_suicide,40.7,10,highest,Male
Antigua and Barbuda,North America,All,2014,male_suicide,0,1,lowest,Male
Grenada,North America,All,2014,male_suicide,0,2,lowest,Male
Barbados,North America,All,2014,male_suicide,0.9,3,lowest,Male
Brunei Darussalam,Asia,All,2014,male_suicide,2.2,4,lowest,Male
Jordan,Asia,All,2014,male_suicide,2.2,5,lowest,Male
Sao Tome and Principe,Africa,All,2014,male_suicide,2.2,6,lowest,Male
Vinc./G,North America,All,2014,male_suicide,2.3,7,lowest,Male
Syria,Asia,All,2014,male_suicide,2.9,8,lowest,Male
Jamaica,North America,All,2014,male_suicide,3.4,9,lowest,Male
Turkey,Asia,All,2014,male_suicide,3.4,10,lowest,Male
Lesotho,Africa,All,2014,female_suicide,39.5,1,highest,Female
Republic of Korea,Asia,All,2014,female_suicide,17.2,2,highest,Female
Zimbabwe,Africa,All,2014,female_suicide,14.3,3,highest,Female
Guyana,South America,All,2014,female_suicide,13.9,4,highest,Female
Eswatini,Africa,All,2014,female_suicide,13.8,5,highest,Female
Japan,Asia,All,2014,female_suicide,12.3,6,highest,Female
Belgium,Europe,All,2014,female_suicide,12.1,7,highest,Female
Lithuania,Europe,All,2014,female_suicide,11.6,8,highest,Female
Micronesia,Oceania,All,2014,female_suicide,11.6,9,highest,Female
Suriname,South America,All,2014,female_suicide,11.5,10,highest,Female
Barbados,North America,All,2014,female_suicide,0.3,1,lowest,Female
Vinc./G,North America,All,2014,female_suicide,0.5,2,lowest,Female
Jordan,Asia,All,2014,female_suicide,0.7,3,lowest,Female
Syria,Asia,All,2014,female_suicide,0.7,4,lowest,Female
Venezuela,South America,All,2014,female_suicide,0.7,5,lowest,Female
Honduras,South America,All,2014,female_suicide,0.8,6,lowest,Female
Kuwait,Asia,All,2014,female_suicide,0.8,7,lowest,Female
Maldives,Asia,All,2014,female_suicide,0.8,8,lowest,Female
Sao Tome and Principe,Africa,All,2014,female_suicide,0.8,9,lowest,Female
Antigua and Barbuda,North America,All,2014,female_suicide,0.9,10,lowest,Female
Lesotho,Africa,All,2013,both_suicide,87.6,1,highest,All
Eswatini,Africa,All,2013,both_suicide,44.6,2,highest,All
Lithuania,Europe,All,2013,both_suicide,40.5,3,highest,All
Guyana,South America,All,2013,both_suicide,38.2,4,highest,All
Russia,Europe,All,2013,both_suicide,33.5,5,highest,All
Republic of Korea,Asia,All,2013,both_suicide,30.6,6,highest,All
Kiribati,Oceania,All,2013,both_suicide,30.5,7,highest,All
Belarus,Europe,All,2013,both_suicide,27.9,8,highest,All
Kazakhstan,Asia,All,2013,both_suicide,26.3,9,highest,All
Micronesia,Oceania,All,2013,both_suicide,25.6,10,highest,All
Antigua and Barbuda,North America,All,2013,both_suicide,0,1,lowest,All
Barbados,North America,All,2013,both_suicide,0.3,2,lowest,All
Grenada,North America,All,2013,both_suicide,1.2,3,lowest,All
Jordan,Asia,All,2013,both_suicide,1.5,4,lowest,All
Sao Tome and Principe,Africa,All,2013,both_suicide,1.5,5,lowest,All
Brunei Darussalam,Asia,All,2013,both_suicide,1.8,6,lowest,All
Syria,Asia,All,2013,both_suicide,1.8,7,lowest,All
Jamaica,North America,All,2013,both_suicide,2,8,lowest,All
Turkey,Asia,All,2013,both_suicide,2.3,9,lowest,All
Kuwait,Asia,All,2013,both_suicide,2.4,10,lowest,All
Lesotho,Africa,All,2013,male_suicide,139.9,1,highest,Male
Eswatini,Africa,All,2013,male_suicide,73.9,2,highest,Male
Lithuania,Europe,All,2013,male_suicide,71.6,3,highest,Male
Guyana,South America,All,2013,male_suicide,59.3,4,highest,Male
Russia,Europe,All,2013,male_suicide,59.3,5,highest,Male
Kiribati,Oceania,All,2013,male_suicide,52,6,highest,Male
Belarus,Europe,All,2013,male_suicide,49.1,7,highest,Male
Kazakhstan,Asia,All,2013,male_suicide,44.6,8,highest,Male
Republic of Korea,Asia,All,2013,male_suicide,42.5,9,highest,Male
Ukraine,Europe,All,2013,male_suicide,40.6,10,highest,Male
Antigua and Barbuda,North America,All,2013,male_suicide,0,1,lowest,Male
Barbados,North America,All,2013,male_suicide,0.7,2,lowest,Male
Grenada,North America,All,2013,male_suicide,1.8,3,lowest,Male
Sao Tome and Principe,Africa,All,2013,male_suicide,2.1,4,lowest,Male
Jordan,Asia,All,2013,male_suicide,2.2,5,lowest,Male
Brunei Darussalam,Asia,All,2013,male_suicide,2.4,6,lowest,Male
Syria,Asia,All,2013,male_suicide,2.8,7,lowest,Male
Jamaica,North America,All,2013,male_suicide,3.1,8,lowest,Male
Turkey,Asia,All,2013,male_suicide,3.3,9,lowest,Male
Philippines,Asia,All,2013,male_suicide,3.5,10,lowest,Male
Lesotho,Africa,All,2013,female_suicide,37.5,1,highest,Female
Republic of Korea,Asia,All,2013,female_suicide,18.6,2,highest,Female
Eswatini,Africa,All,2013,female_suicide,17.9,3,highest,Female
Guyana,South America,All,2013,female_suicide,17.4,4,highest,Female
Zimbabwe,Africa,All,2013,female_suicide,14.5,5,highest,Female
Lithuania,Europe,All,2013,female_suicide,13.9,6,highest,Female
Japan,Asia,All,2013,female_suicide,12.9,7,highest,Female
Belgium,Europe,All,2013,female_suicide,11.9,8,highest,Female
India,Asia,All,2013,female_suicide,11.8,9,highest,Female
Micronesia,Oceania,All,2013,female_suicide,11.6,10,highest,Female
Antigua and Barbuda,North America,All,2013,female_suicide,0,1,lowest,Female
Barbados,North America,All,2013,female_suicide,0,2,lowest,Female
Grenada,North America,All,2013,female_suicide,0.6,3,lowest,Female
Jordan,Asia,All,2013,female_suicide,0.7,4,lowest,Female
Panama,South America,All,2013,female_suicide,0.7,5,lowest,Female
Syria,Asia,All,2013,female_suicide,0.7,6,lowest,Female
Honduras,South America,All,2013,female_suicide,0.8,7,lowest,Female
Kuwait,Asia,All,2013,female_suicide,0.8,8,lowest,Female
Maldives,Asia,All,2013,female_suicide,0.8,9,lowest,Female
Sao Tome and Principe,Africa,All,2013,female_suicide,0.8,10,lowest,Female
Lesotho,Africa,All,2012,both_suicide,79.1,1,highest,All
Eswatini,Africa,All,2012,both_suicide,47.6,2,highest,All
Guyana,South America,All,2012,both_suicide,35,3,highest,All
Lithuania,Europe,All,2012,both_suicide,35,4,highest,All
Russia,Europe,All,2012,both_suicide,34.4,5,highest,All
Republic of Korea,Asia,All,2012,both_suicide,30.2,6,highest,All
Kiribati,Oceania,All,2012,both_suicide,30,7,highest,All
Belarus,Europe,All,2012,both_suicide,29.9,8,highest,All
Kazakhstan,Asia,All,2012,both_suicide,27.6,9,highest,All
Micronesia,Oceania,All,2012,both_suicide,25.5,10,highest,All
Antigua and Barbuda,North America,All,2012,both_suicide,0,1,lowest,All
Barbados,North America,All,2012,both_suicide,0.5,2,lowest,All
Jordan,Asia,All,2012,both_suicide,1.5,3,lowest,All
Sao Tome and Principe,Africa,All,2012,both_suicide,1.5,4,lowest,All
Syria,Asia,All,2012,both_suicide,1.6,5,lowest,All
Grenada,North America,All,2012,both_suicide,1.7,6,lowest,All
Brunei Darussalam,Asia,All,2012,both_suicide,2.1,7,lowest,All
Jamaica,North America,All,2012,both_suicide,2.1,8,lowest,All
Turkey,Asia,All,2012,both_suicide,2.2,9,lowest,All
Kuwait,Asia,All,2012,both_suicide,2.4,10,lowest,All
Lesotho,Africa,All,2012,male_suicide,125.9,1,highest,Male
Eswatini,Africa,All,2012,male_suicide,77.7,2,highest,Male
Lithuania,Europe,All,2012,male_suicide,61.6,3,highest,Male
Russia,Europe,All,2012,male_suicide,60.9,4,highest,Male
Guyana,South America,All,2012,male_suicide,54.6,5,highest,Male
Belarus,Europe,All,2012,male_suicide,52.9,6,highest,Male
Kiribati,Oceania,All,2012,male_suicide,51.1,7,highest,Male
Kazakhstan,Asia,All,2012,male_suicide,46.8,8,highest,Male
Latvia,Europe,All,2012,male_suicide,42.8,9,highest,Male
Ukraine,Europe,All,2012,male_suicide,41.6,10,highest,Male
Antigua and Barbuda,North America,All,2012,male_suicide,0,1,lowest,Male
Barbados,North America,All,2012,male_suicide,0.5,2,lowest,Male
Sao Tome and Principe,Africa,All,2012,male_suicide,2.1,3,lowest,Male
Jordan,Asia,All,2012,male_suicide,2.3,4,lowest,Male
Syria,Asia,All,2012,male_suicide,2.5,5,lowest,Male
Grenada,North America,All,2012,male_suicide,2.8,6,lowest,Male
Jamaica,North America,All,2012,male_suicide,3.2,7,lowest,Male
Turkey,Asia,All,2012,male_suicide,3.3,8,lowest,Male
Brunei Darussalam,Asia,All,2012,male_suicide,3.5,9,lowest,Male
Kuwait,Asia,All,2012,male_suicide,3.5,10,lowest,Male
Lesotho,Africa,All,2012,female_suicide,34.5,1,highest,Female
Eswatini,Africa,All,2012,female_suicide,20.4,2,highest,Female
Republic of Korea,Asia,All,2012,female_suicide,19.5,3,highest,Female
Guyana,South America,All,2012,female_suicide,15.7,4,highest,Female
Zimbabwe,Africa,All,2012,female_suicide,14.3,5,highest,Female
Japan,Asia,All,2012,female_suicide,12.9,6,highest,Female
Lithuania,Europe,All,2012,female_suicide,12.5,7,highest,Female
India,Asia,All,2012,female_suicide,12.2,8,highest,Female
Belgium,Europe,All,2012,female_suicide,11.8,9,highest,Female
Russia,Europe,All,2012,female_suicide,11.6,10,highest,Female
Antigua and Barbuda,North America,All,2012,female_suicide,0,1,lowest,Female
Barbados,North America,All,2012,female_suicide,0.5,2,lowest,Female
Brunei Darussalam,Asia,All,2012,female_suicide,0.6,3,lowest,Female
Grenada,North America,All,2012,female_suicide,0.6,4,lowest,Female
Syria,Asia,All,2012,female_suicide,0.6,5,lowest,Female
Jordan,Asia,All,2012,female_suicide,0.7,6,lowest,Female
Honduras,South America,All,2012,female_suicide,0.8,7,lowest,Female
Maldives,Asia,All,2012,female_suicide,0.8,8,lowest,Female
Cyprus,Europe,All,2012,female_suicide,0.9,9,lowest,Female
Jamaica,North America,All,2012,female_suicide,0.9,10,lowest,Female
Lesotho,Africa,All,2011,both_suicide,69.5,1,highest,All
Eswatini,Africa,All,2011,both_suicide,47,2,highest,All
Lithuania,Europe,All,2011,both_suicide,38.1,3,highest,All
Belarus,Europe,All,2011,both_suicide,36.2,4,highest,All
Russia,Europe,All,2011,both_suicide,35.9,5,highest,All
Republic of Korea,Asia,All,2011,both_suicide,34.5,6,highest,All
Guyana,South America,All,2011,both_suicide,32.6,7,highest,All
Kiribati,Oceania,All,2011,both_suicide,30.8,8,highest,All
Kazakhstan,Asia,All,2011,both_suicide,28.7,9,highest,All
Micronesia,Oceania,All,2011,both_suicide,25.2,10,highest,All
Antigua and Barbuda,North America,All,2011,both_suicide,0.2,1,lowest,All
Barbados,North America,All,2011,both_suicide,1,2,lowest,All
Sao Tome and Principe,Africa,All,2011,both_suicide,1.4,3,lowest,All
Jordan,Asia,All,2011,both_suicide,1.5,4,lowest,All
Syria,Asia,All,2011,both_suicide,1.5,5,lowest,All
Grenada,North America,All,2011,both_suicide,1.7,6,lowest,All
Brunei Darussalam,Asia,All,2011,both_suicide,1.9,7,lowest,All
Honduras,South America,All,2011,both_suicide,1.9,8,lowest,All
Jamaica,North America,All,2011,both_suicide,2.2,9,lowest,All
Turkey,Asia,All,2011,both_suicide,2.2,10,lowest,All
Lesotho,Africa,All,2011,male_suicide,111.8,1,highest,Male
Eswatini,Africa,All,2011,male_suicide,75.8,2,highest,Male
Lithuania,Europe,All,2011,male_suicide,66.2,3,highest,Male
Belarus,Europe,All,2011,male_suicide,64.7,4,highest,Male
Russia,Europe,All,2011,male_suicide,63.5,5,highest,Male
Kiribati,Oceania,All,2011,male_suicide,52.6,6,highest,Male
Guyana,South America,All,2011,male_suicide,51,7,highest,Male
Kazakhstan,Asia,All,2011,male_suicide,48.7,8,highest,Male
Republic of Korea,Asia,All,2011,male_suicide,47,9,highest,Male
Ukraine,Europe,All,2011,male_suicide,41.5,10,highest,Male
Antigua and Barbuda,North America,All,2011,male_suicide,0.2,1,lowest,Male
Barbados,North America,All,2011,male_suicide,1.6,2,lowest,Male
Sao Tome and Principe,Africa,All,2011,male_suicide,2,3,lowest,Male
Jordan,Asia,All,2011,male_suicide,2.3,4,lowest,Male
Syria,Asia,All,2011,male_suicide,2.4,5,lowest,Male
Honduras,South America,All,2011,male_suicide,3.1,6,lowest,Male
Kuwait,Asia,All,2011,male_suicide,3.3,7,lowest,Male
Turkey,Asia,All,2011,male_suicide,3.3,8,lowest,Male
Grenada,North America,All,2011,male_suicide,3.4,9,lowest,Male
Jamaica,North America,All,2011,male_suicide,3.6,10,lowest,Male
Lesotho,Africa,All,2011,female_suicide,29.4,1,highest,Female
Republic of Korea,Asia,All,2011,female_suicide,21.9,2,highest,Female
Eswatini,Africa,All,2011,female_suicide,21.3,3,highest,Female
Zimbabwe,Africa,All,2011,female_suicide,15.2,4,highest,Female
Guyana,South America,All,2011,female_suicide,14.5,5,highest,Female
Japan,Asia,All,2011,female_suicide,14.3,6,highest,Female
Lithuania,Europe,All,2011,female_suicide,14.2,7,highest,Female
Belgium,Europe,All,2011,female_suicide,12.8,8,highest,Female
India,Asia,All,2011,female_suicide,12.8,9,highest,Female
Russia,Europe,All,2011,female_suicide,12,10,highest,Female
Brunei Darussalam,Asia,All,2011,female_suicide,0,1,lowest,Female
Grenada,North America,All,2011,female_suicide,0,2,lowest,Female
Antigua and Barbuda,North America,All,2011,female_suicide,0.2,3,lowest,Female
Barbados,North America,All,2011,female_suicide,0.4,4,lowest,Female
Syria,Asia,All,2011,female_suicide,0.6,5,lowest,Female
Jordan,Asia,All,2011,female_suicide,0.7,6,lowest,Female
Honduras,South America,All,2011,female_suicide,0.8,7,lowest,Female
Sao Tome and Principe,Africa,All,2011,female_suicide,0.8,8,lowest,Female
Jamaica,North America,All,2011,female_suicide,0.9,9,lowest,Female
Kuwait,Asia,All,2011,female_suicide,0.9,10,lowest,Female
Lesotho,Africa,All,2010,both_suicide,65.4,1,highest,All
Eswatini,Africa,All,2010,both_suicide,50.4,2,highest,All
Russia,Europe,All,2010,both_suicide,38.1,3,highest,All
Lithuania,Europe,All,2010,both_suicide,37.2,4,highest,All
Belarus,Europe,All,2010,both_suicide,35.9,5,highest,All
Republic of Korea,Asia,All,2010,both_suicide,34,6,highest,All
Guyana,South America,All,2010,both_suicide,33.3,7,highest,All
Kiribati,Oceania,All,2010,both_suicide,30.7,8,highest,All
Kazakhstan,Asia,All,2010,both_suicide,29.9,9,highest,All
Hungary,Europe,All,2010,both_suicide,25.5,10,highest,All
Antigua and Barbuda,North America,All,2010,both_suicide,0.2,1,lowest,All
Grenada,North America,All,2010,both_suicide,0.9,2,lowest,All
Brunei Darussalam,Asia,All,2010,both_suicide,1.3,3,lowest,All
Jordan,Asia,All,2010,both_suicide,1.5,4,lowest,All
Sao Tome and Principe,Africa,All,2010,both_suicide,1.5,5,lowest,All
Syria,Asia,All,2010,both_suicide,1.5,6,lowest,All
Barbados,North America,All,2010,both_suicide,1.6,7,lowest,All
Jamaica,North America,All,2010,both_suicide,1.9,8,lowest,All
Honduras,South America,All,2010,both_suicide,2,9,lowest,All
Philippines,Asia,All,2010,both_suicide,2.4,10,lowest,All
Lesotho,Africa,All,2010,male_suicide,107.2,1,highest,Male
Eswatini,Africa,All,2010,male_suicide,78.7,2,highest,Male
Russia,Europe,All,2010,male_suicide,67.5,3,highest,Male
Lithuania,Europe,All,2010,male_suicide,65.8,4,highest,Male
Belarus,Europe,All,2010,male_suicide,64.3,5,highest,Male
Kiribati,Oceania,All,2010,male_suicide,52.4,6,highest,Male
Guyana,South America,All,2010,male_suicide,51.7,7,highest,Male
Kazakhstan,Asia,All,2010,male_suicide,50.7,8,highest,Male
Republic of Korea,Asia,All,2010,male_suicide,44.9,9,highest,Male
